Date,State,Total Cases,Confirmed New C19 Case,Total Death,Confirmed New C19 Death,New Persons Vaccinated,Cumulative Persons Vaccinated,New Persons Fully Vaccinated,Cumulative Persons Fully Vaccinated,New Vaccines Doses Admined,Cumulative Vaccines Doses Admined
2021-07-03,TX,"2,994,052","1,438","51,493",13,30718.0,14049144.0,32897.0,12039497.0,63092.0,25878519.0
2021-07-04,TX,"2,994,471",419,"51,498",5,24188.0,14073332.0,25616.0,12065113.0,48435.0,25926954.0
2021-07-05,TX,"2,994,817",346,"51,507",9,0.0,14073332.0,0.0,12065113.0,0.0,25926954.0
2021-07-06,TX,"2,995,819","1,002","51,511",4,27433.0,14100765.0,26881.0,12091994.0,51585.0,25978539.0
2021-07-07,TX,"2,997,665","1,846","51,517",6,22568.0,14123333.0,17864.0,12109858.0,38595.0,26017134.0
2021-07-08,TX,"3,001,708","4,043","51,517",0,31412.0,14154745.0,34703.0,12144561.0,63048.0,26080182.0
2021-07-09,TX,"3,004,105","2,397","51,518",1,31405.0,14186150.0,22259.0,12166820.0,49958.0,26130140.0
2021-07-10,TX,"3,006,425","2,320","51,519",1,29609.0,14215759.0,38456.0,12205276.0,65847.0,26195987.0
2021-07-11,TX,"3,007,025",600,"51,519",0,26431.0,14242190.0,24888.0,12230164.0,49681.0,26245668.0
2021-07-12,TX,"3,007,562",537,"51,519",0,21935.0,14264125.0,17921.0,12248085.0,37696.0,26283364.0
2021-07-13,TX,"3,011,214","3,652","51,519",0,21538.0,14285663.0,25884.0,12273969.0,44412.0,26327776.0
2021-07-14,TX,"3,014,340","3,020","51,549",30,29621.0,14315284.0,39013.0,12312982.0,66869.0,26394645.0
2021-07-15,TX,"3,019,221","4,769","51,585",36,25660.0,14340944.0,28809.0,12341791.0,53816.0,26448461.0
2021-07-16,TX,"3,023,502","4,239","51,610",25,23857.0,14364801.0,22132.0,12363923.0,46432.0,26494893.0
2021-07-17,TX,"3,027,139","3,566","51,640",30,30822.0,14395623.0,27027.0,12390950.0,56443.0,26551336.0
2021-07-18,TX,"3,029,285","2,101","51,651",11,25886.0,14421509.0,21210.0,12412160.0,47327.0,26598663.0
2021-07-19,TX,"3,030,342","1,033","51,652",1,19137.0,14440646.0,15324.0,12427484.0,33682.0,26632345.0
2021-07-20,TX,"3,034,779","4,301","51,676",24,0.0,14440646.0,0.0,12427484.0,0.0,26632345.0
2021-07-21,TX,"3,039,980","5,017","51,709",33,72471.0,14513117.0,57334.0,12484818.0,112259.0,26744604.0
2021-07-22,TX,"3,048,575","8,312","51,749",40,56125.0,14569242.0,18334.0,12503152.0,72451.0,26817055.0
2021-07-23,TX,"3,056,111","7,191","51,802",53,41663.0,14610905.0,24507.0,12527659.0,64033.0,26881088.0
2021-07-24,TX,"3,062,715","6,482","51,830",28,0.0,14610905.0,0.0,12527659.0,1007.0,26882095.0
2021-07-25,TX,"3,065,073","2,330","51,848",18,86750.0,14697655.0,47767.0,12575426.0,132228.0,27014323.0
2021-07-26,TX,"3,066,674","1,565","51,853",5,35971.0,14733626.0,18479.0,12593905.0,52301.0,27066624.0
2021-07-27,TX,"3,075,316","8,500","51,890",37,33536.0,14767162.0,15144.0,12609049.0,46585.0,27113209.0
2021-07-28,TX,"3,088,316","12,880","51,949",59,43516.0,14810678.0,21374.0,12630423.0,62603.0,27175812.0
2021-07-29,TX,"3,096,756","8,211","51,984",35,56090.0,14866768.0,27689.0,12658112.0,80674.0,27256486.0
2021-07-30,TX,"3,112,803","15,713","52,041",57,56151.0,14922919.0,26687.0,12684799.0,79142.0,27335628.0
2021-07-31,TX,"3,125,699","12,732","52,085",44,59444.0,14982363.0,28204.0,12713003.0,85235.0,27420863.0
2021-08-01,TX,"3,128,102","2,359","52,106",21,53354.0,15035717.0,24091.0,12737094.0,76792.0,27497655.0
2021-08-02,TX,"3,132,479","4,358","52,110",4,42043.0,15077760.0,20443.0,12757537.0,60245.0,27557900.0
2021-08-03,TX,"3,147,040","14,239","52,161",51,38442.0,15116202.0,28802.0,12786339.0,65045.0,27622945.0
2021-08-04,TX,"3,166,130","18,757","52,221",60,55259.0,15171461.0,24286.0,12810625.0,77986.0,27700931.0
2021-08-05,TX,"3,180,107","13,895","52,297",76,54636.0,15226097.0,24958.0,12835583.0,78415.0,27779346.0
2021-08-06,TX,"3,199,220","11,340","52,370",73,61152.0,15287249.0,22999.0,12858582.0,82750.0,27862096.0
2021-08-07,TX,"3,219,300","19,981","52,435",65,65065.0,15352314.0,25874.0,12884456.0,90111.0,27952207.0
2021-08-08,TX,"3,225,082","5,740","52,463",28,61610.0,15413924.0,24355.0,12908811.0,85724.0,28037931.0
2021-08-09,TX,"3,227,531","2,386","52,471",8,43216.0,15457140.0,17939.0,12926750.0,60097.0,28098028.0
2021-08-10,TX,"3,245,115","17,401","52,555",84,42651.0,15499791.0,19439.0,12946189.0,60260.0,28158288.0
2021-08-11,TX,"3,263,283","17,898","52,667",112,48724.0,15548515.0,21072.0,12967261.0,68772.0,28227060.0
2021-08-12,TX,"3,278,469","14,920","52,787",120,65536.0,15614051.0,33004.0,13000265.0,97787.0,28324847.0
2021-08-13,TX,"3,292,180","13,614","52,931",144,82757.0,15696808.0,39194.0,13039459.0,121446.0,28446293.0
2021-08-14,TX,"3,318,801","26,454","53,048",117,79848.0,15776656.0,53267.0,13092726.0,131465.0,28577758.0
2021-08-15,TX,"3,323,973","5,098","53,091",43,57673.0,15834329.0,34707.0,13127433.0,93579.0,28671337.0
2021-08-16,TX,"3,329,808","5,733","53,100",9,36583.0,15870912.0,21303.0,13148736.0,60135.0,28731472.0
2021-08-17,TX,"3,354,048","23,990","53,196",96,43457.0,15914369.0,30307.0,13179043.0,75001.0,28806473.0
2021-08-18,TX,"3,380,120","25,104","53,370",174,46938.0,15961307.0,29853.0,13208896.0,80853.0,28887326.0
2021-08-19,TX,"3,393,841","13,517","53,564",194,61650.0,16022957.0,46321.0,13255217.0,119037.0,29006363.0
2021-08-20,TX,"3,411,118","15,343","53,738",174,54288.0,16077245.0,40403.0,13295620.0,105804.0,29112167.0
2021-08-21,TX,"3,433,281","21,787","53,928",190,43531.0,16120776.0,34080.0,13329700.0,88370.0,29200537.0
2021-08-22,TX,"3,445,183","11,832","53,994",66,50064.0,16170840.0,44989.0,13374689.0,107502.0,29308039.0
2021-08-23,TX,"3,450,934","5,726","54,023",29,34846.0,16205686.0,32171.0,13406860.0,73985.0,29382024.0
2021-08-24,TX,"3,472,002","20,701","54,222",199,43460.0,16249146.0,39440.0,13446300.0,89195.0,29471219.0
2021-08-25,TX,"3,496,374","24,115","54,455",233,68157.0,16317303.0,56910.0,13503210.0,136467.0,29607686.0
2021-08-26,TX,"3,513,656","17,029","54,691",236,61519.0,16378822.0,52601.0,13555811.0,126071.0,29733757.0
2021-08-27,TX,"3,531,043","17,186","54,991",300,41510.0,16420332.0,39884.0,13595695.0,93215.0,29826972.0
2021-08-28,TX,"3,547,835","16,431","55,251",260,0.0,16420332.0,0.0,13595695.0,0.0,29826972.0
2021-08-29,TX,"3,551,496","3,482","55,371",120,83758.0,16504090.0,90444.0,13686139.0,200579.0,30027551.0
2021-08-30,TX,"3,561,407","9,880","55,404",33,27569.0,16531659.0,32671.0,13718810.0,65831.0,30093382.0
2021-08-31,TX,"3,590,156","28,245","55,635",231,30463.0,16562122.0,35051.0,13753861.0,72169.0,30165551.0
2021-09-01,TX,"3,611,990","21,511","55,955",320,41558.0,16603680.0,48369.0,13802230.0,102988.0,30268539.0
2021-09-02,TX,"3,634,358","21,967","56,296",341,35960.0,16639640.0,43401.0,13845631.0,93546.0,30362085.0
2021-09-03,TX,"3,661,361","26,615","56,598",302,36384.0,16676024.0,43330.0,13888961.0,93292.0,30455377.0
2021-09-04,TX,"3,678,922","17,144","56,903",305,36084.0,16712108.0,47050.0,13936011.0,99534.0,30554911.0
2021-09-05,TX,"3,686,523","7,324","57,057",154,0.0,16712108.0,0.0,13936011.0,0.0,30554911.0
2021-09-06,TX,"3,690,755","3,828","57,110",53,0.0,16712108.0,0.0,13936011.0,0.0,30554911.0
2021-09-07,TX,"3,697,884","7,103","57,238",128,74694.0,16786802.0,95419.0,14031430.0,189591.0,30744502.0
2021-09-08,TX,"3,733,656","34,425","57,524",286,15123.0,16801925.0,20876.0,14052306.0,40772.0,30785274.0
2021-09-09,TX,"3,763,626","29,566","57,932",408,27170.0,16829095.0,42557.0,14094863.0,81477.0,30866751.0
2021-09-10,TX,"3,787,220","23,245","58,332",400,29714.0,16858809.0,38554.0,14133417.0,80469.0,30947220.0
2021-09-11,TX,"3,800,528","12,781","58,689",357,32677.0,16891486.0,42538.0,14175955.0,88366.0,31035586.0
2021-09-12,TX,"3,804,969","4,362","58,855",166,29778.0,16921264.0,42340.0,14218295.0,84636.0,31120222.0
2021-09-13,TX,"3,815,158","10,143","58,901",46,0.0,16921264.0,0.0,14218295.0,0.0,31120222.0
2021-09-14,TX,"3,839,170","23,460","59,197",296,42893.0,16964157.0,60312.0,14278607.0,113640.0,31233862.0
2021-09-15,TX,"3,864,455","24,454","59,608",411,27493.0,16991650.0,35512.0,14314119.0,72736.0,31306598.0
2021-09-16,TX,"3,883,678","18,683","59,980",372,26555.0,17018205.0,36325.0,14350444.0,72072.0,31378670.0
2021-09-17,TX,"3,902,306","18,097","60,357",377,59043.0,17077248.0,84799.0,14435243.0,160364.0,31539034.0
2021-09-18,TX,"3,917,282","14,401","60,674",317,52161.0,17129409.0,76623.0,14511866.0,145238.0,31684272.0
2021-09-19,TX,"3,919,804","2,435","60,784",110,27294.0,17156703.0,42217.0,14554083.0,79914.0,31764186.0
2021-09-20,TX,"3,925,108","5,271","60,832",48,12365.0,17169068.0,19449.0,14573532.0,35891.0,31800077.0
2021-09-21,TX,"3,938,888","13,156","61,178",346,16833.0,17185901.0,21752.0,14595284.0,43781.0,31843858.0
2021-09-22,TX,"3,958,042","18,709","61,570",392,29617.0,17215518.0,48256.0,14643540.0,90502.0,31934360.0
2021-09-23,TX,"3,970,552","11,044","62,033",463,24141.0,17239659.0,36734.0,14680274.0,73041.0,32007401.0
2021-09-24,TX,"3,984,407","13,498","62,469",436,21864.0,17261523.0,36659.0,14716933.0,70255.0,32077656.0
2021-09-25,TX,"3,996,847","11,794","62,786",317,23712.0,17285235.0,36274.0,14753207.0,78345.0,32156001.0
2021-09-26,TX,"4,002,111","5,025","62,942",156,18393.0,17303628.0,28159.0,14781366.0,67727.0,32223728.0
2021-09-27,TX,"4,008,025","5,792","62,980",38,11573.0,17315201.0,18328.0,14799694.0,42164.0,32265892.0
2021-09-28,TX,"4,023,240","14,771","63,245",265,0.0,17315201.0,0.0,14799694.0,0.0,32265892.0
2021-09-29,TX,"4,035,920","11,819","63,626",381,-75207.0,17239994.0,1194220.0,15993914.0,-25165.0,32240727.0
2021-09-30,TX,"4,046,932","10,247","63,976",350,18089.0,17258083.0,-1180229.0,14813685.0,68804.0,32309531.0
2021-10-01,TX,"4,057,845","10,219","64,304",328,15657.0,17273740.0,19588.0,14833273.0,58171.0,32367702.0
2021-10-02,TX,"4,065,735","7,397","64,590",286,29601.0,17303341.0,38195.0,14871468.0,111090.0,32478792.0
2021-10-03,TX,"4,068,619","2,677","64,732",142,31396.0,17334737.0,45436.0,14916904.0,122785.0,32601577.0
2021-10-04,TX,"4,071,599","2,951","64,785",53,11865.0,17346602.0,17489.0,14934393.0,41958.0,32643535.0
2021-10-05,TX,"4,081,849","10,012","65,062",277,17354.0,17363956.0,23855.0,14958248.0,61245.0,32704780.0
2021-10-06,TX,"4,095,261","12,566","65,433",371,15379.0,17379335.0,18629.0,14976877.0,53255.0,32758035.0
2021-10-07,TX,"4,104,149","8,095","65,690",257,29418.0,17408753.0,35569.0,15012446.0,106236.0,32864271.0
2021-10-08,TX,"4,113,124","8,431","66,057",367,18630.0,17427383.0,22713.0,15035159.0,75355.0,32939626.0
2021-10-09,TX,"4,119,056","5,284","66,332",275,21438.0,17448821.0,25153.0,15060312.0,78378.0,33018004.0
2021-10-10,TX,"4,120,845","1,628","66,465",133,0.0,17448821.0,0.0,15060312.0,0.0,33018004.0
2021-10-11,TX,"4,123,515","2,586","66,467",2,0.0,17448821.0,0.0,15060312.0,0.0,33018004.0
2021-10-12,TX,"4,133,381","9,217","66,700",233,36406.0,17485227.0,48679.0,15108991.0,132158.0,33150162.0
2021-10-13,TX,"4,142,962","8,849","67,012",312,19914.0,17505141.0,22436.0,15131427.0,71243.0,33221405.0
2021-10-14,TX,"4,149,312","5,852","67,202",190,17249.0,17522390.0,20764.0,15152191.0,75527.0,33296932.0
2021-10-15,TX,"4,156,151","6,033","67,477",275,17776.0,17540166.0,20862.0,15173053.0,66108.0,33363040.0
2021-10-16,TX,"4,162,041","5,065","67,724",247,20032.0,17560198.0,24093.0,15197146.0,75474.0,33438514.0
2021-10-17,TX,"4,162,747",630,"67,812",88,11048.0,17571246.0,13756.0,15210902.0,43358.0,33481872.0
2021-10-18,TX,"4,165,022","2,252","67,847",35,10321.0,17581567.0,12283.0,15223185.0,33699.0,33515571.0
2021-10-19,TX,"4,172,288","6,746","68,043",196,14269.0,17595836.0,16474.0,15239659.0,53326.0,33568897.0
2021-10-20,TX,"4,178,148","5,328","68,313",270,16117.0,17611953.0,19199.0,15258858.0,60405.0,33629302.0
2021-10-21,TX,"4,182,835","4,310","68,573",260,21907.0,17633860.0,24750.0,15283608.0,79476.0,33708778.0
2021-10-22,TX,"4,188,319","5,168","68,792",219,5384.0,17639244.0,28171.0,15311779.0,4122.0,33712900.0
2021-10-23,TX,"4,192,541","3,771","69,001",209,29927.0,17669171.0,35227.0,15347006.0,134381.0,33847281.0
2021-10-24,TX,"4,194,151","1,516","69,072",71,10048.0,17679219.0,11782.0,15358788.0,54729.0,33902010.0
2021-10-25,TX,"4,196,041","1,843","69,089",17,8964.0,17688183.0,9458.0,15368246.0,49673.0,33951683.0
2021-10-26,TX,"4,202,317","6,014","69,267",178,15616.0,17703799.0,17062.0,15385308.0,82048.0,34033731.0
2021-10-27,TX,"4,207,272","4,498","69,485",218,20785.0,17724584.0,20456.0,15405764.0,115673.0,34149404.0
2021-10-28,TX,"4,211,838","4,146","69,668",183,35590.0,17760174.0,26378.0,15432142.0,142974.0,34292378.0
2021-10-29,TX,"4,217,243","5,268","69,846",178,19280.0,17779454.0,20490.0,15452632.0,109098.0,34401476.0
2021-10-30,TX,"4,221,582","3,770","69,922",76,14571.0,17794025.0,14794.0,15467426.0,108037.0,34509513.0
2021-10-31,TX,"4,222,311",665,"69,981",59,14261.0,17808286.0,14059.0,15481485.0,89050.0,34598563.0
2021-11-01,TX,"4,223,527","1,211","70,000",19,11321.0,17819607.0,10351.0,15491836.0,58275.0,34656838.0
2021-11-02,TX,"4,228,433","4,221","70,129",129,9056.0,17828663.0,9439.0,15501275.0,80131.0,34736969.0
2021-11-03,TX,"4,233,278","4,737","70,293",164,18475.0,17847138.0,17858.0,15519133.0,97572.0,34834541.0
2021-11-04,TX,"4,236,624","3,127","70,432",139,14696.0,17861834.0,13391.0,15532524.0,72558.0,34907099.0
2021-11-05,TX,"4,240,146","3,336","70,573",141,18044.0,17879878.0,4274.0,15536798.0,72159.0,34979258.0
2021-11-06,TX,"4,243,143","2,469","70,705",132,17983.0,17897861.0,14979.0,15551777.0,102911.0,35082169.0
2021-11-07,TX,"4,244,349","1,140","70,758",53,16424.0,17914285.0,13759.0,15565536.0,93329.0,35175498.0
2021-11-08,TX,"4,245,949","1,551","70,766",8,15933.0,17930218.0,13769.0,15579305.0,79378.0,35254876.0
2021-11-09,TX,"4,251,485","5,359","70,862",96,10625.0,17940843.0,9371.0,15588676.0,55156.0,35310032.0
2021-11-10,TX,"4,255,280","3,670","70,862",0,23987.0,17964830.0,18411.0,15607087.0,110106.0,35420138.0
2021-11-11,TX,"4,259,194","3,767","71,186",324,0.0,17964830.0,0.0,15607087.0,0.0,35420138.0
2021-11-12,TX,"4,262,152","2,813","71,502",316,46845.0,18011675.0,32442.0,15639529.0,189333.0,35609471.0
2021-11-13,TX,"4,266,084","3,849","71,586",84,20002.0,18031677.0,22729.0,15662258.0,107869.0,35717340.0
2021-11-14,TX,"4,266,698",553,"71,624",38,15744.0,18047421.0,10085.0,15672343.0,67042.0,35784382.0
2021-11-15,TX,"4,268,082","1,375","71,633",9,10495.0,18057916.0,6875.0,15679218.0,41520.0,35825902.0
2021-11-16,TX,"4,272,442","4,301","71,722",89,19254.0,18077170.0,12051.0,15691269.0,77146.0,35903048.0
2021-11-17,TX,"4,277,364","4,867","71,844",122,19500.0,18096670.0,13246.0,15704515.0,84747.0,35987795.0
2021-11-18,TX,"4,282,152","4,744","71,982",138,0.0,18096670.0,0.0,15704515.0,0.0,35987795.0
2021-11-19,TX,"4,286,622","4,370","72,082",100,19989.0,18116659.0,14084.0,15718599.0,92011.0,36079806.0
2021-11-20,TX,"4,289,373","2,670","72,169",87,202770.0,18319429.0,18176.0,15736775.0,300378.0,36380184.0
2021-11-21,TX,"4,290,380",517,"72,198",29,21375.0,18340804.0,14130.0,15750905.0,98125.0,36478309.0
2021-11-22,TX,"4,292,386","1,956","72,208",10,62035.0,18402839.0,17841.0,15768746.0,170421.0,36648730.0
2021-11-23,TX,"4,296,053","3,541","72,301",93,0.0,18402839.0,0.0,15768746.0,0.0,36648730.0
2021-11-24,TX,"4,300,466","4,168","72,381",80,71589.0,18474428.0,24327.0,15793073.0,213704.0,36862434.0
2021-11-25,TX,"4,305,025","4,483","72,381",0,0.0,18474428.0,0.0,15793073.0,0.0,36862434.0
2021-11-26,TX,"4,305,679",635,"72,381",0,0.0,18474428.0,0.0,15793073.0,0.0,36862434.0
2021-11-27,TX,"4,306,239",509,"72,381",0,0.0,18474428.0,0.0,15793073.0,0.0,36862434.0
2021-11-28,TX,"4,306,599",268,"72,381",0,0.0,18474428.0,0.0,15793073.0,0.0,36862434.0
2021-11-29,TX,"4,309,721","2,951","72,529",148,0.0,18474428.0,0.0,15793073.0,0.0,36862434.0
2021-11-30,TX,"4,316,162","6,276","72,607",78,109665.0,18584093.0,68269.0,15861342.0,382772.0,37245206.0
2021-12-01,TX,"4,319,782","3,620","72,707",100,25730.0,18609823.0,25845.0,15887187.0,113700.0,37358906.0
2021-12-02,TX,"4,324,851","5,069","72,808",101,23453.0,18633276.0,22596.0,15909783.0,101873.0,37460779.0
2021-12-03,TX,"4,329,541","4,690","72,882",74,44277.0,18677553.0,41886.0,15951669.0,188533.0,37649312.0
2021-12-04,TX,"4,337,687","8,146","72,956",74,34718.0,18712271.0,32409.0,15984078.0,158165.0,37807477.0
2021-12-05,TX,"4,342,918","5,231","72,986",30,26695.0,18738966.0,31186.0,16015264.0,129966.0,37937443.0
2021-12-06,TX,"4,346,792","3,874","72,989",3,16303.0,18755269.0,21729.0,16036993.0,81148.0,38018591.0
2021-12-07,TX,"4,351,747","4,955","73,052",63,27825.0,18783094.0,27680.0,16064673.0,109500.0,38128091.0
2021-12-08,TX,"4,355,596","3,849","73,147",95,29702.0,18812796.0,29511.0,16094184.0,139164.0,38267255.0
2021-12-09,TX,"4,359,697","4,101","73,227",80,36636.0,18849432.0,33508.0,16127692.0,144971.0,38412226.0
2021-12-10,TX,"4,364,714","5,017","73,337",110,29577.0,18879009.0,26384.0,16154076.0,131755.0,38543981.0
2021-12-11,TX,"4,369,418","4,704","73,364",27,31668.0,18910677.0,28264.0,16182340.0,141016.0,38684997.0
2021-12-12,TX,"4,372,008","2,590","73,400",36,1754.0,18912431.0,344.0,16182684.0,1459.0,38686456.0
2021-12-13,TX,"4,376,245","4,237","73,409",9,36358.0,18948789.0,40719.0,16223403.0,169992.0,38856448.0
2021-12-14,TX,"4,380,886","4,641","73,477",68,21941.0,18970730.0,24006.0,16247409.0,107517.0,38963965.0
2021-12-15,TX,"4,385,832","4,946","73,568",91,0.0,18970730.0,0.0,16247409.0,0.0,38963965.0
2021-12-16,TX,"4,391,567","5,735","73,658",90,34647.0,19005377.0,27107.0,16274516.0,128240.0,39092205.0
2021-12-17,TX,"4,397,558","5,991","73,756",98,56634.0,19062011.0,45704.0,16320220.0,240652.0,39332857.0
2021-12-18,TX,"4,405,621","8,063","73,834",78,0.0,19062011.0,0.0,16320220.0,0.0,39332857.0
2021-12-19,TX,"4,413,046","7,425","73,859",25,50534.0,19112545.0,33460.0,16353680.0,228146.0,39561003.0
2021-12-20,TX,"4,423,658","10,612","73,865",6,16150.0,19128695.0,9841.0,16363521.0,63078.0,39624081.0
2021-12-21,TX,"4,434,762","11,104","73,918",53,24823.0,19153518.0,17919.0,16381440.0,102212.0,39726293.0
2021-12-22,TX,"4,444,883","10,121","74,003",85,34482.0,19188000.0,21060.0,16402500.0,144653.0,39870946.0
2021-12-23,TX,"4,457,359","12,476","74,092",89,34170.0,19222170.0,20846.0,16423346.0,147669.0,40018615.0
2021-12-24,TX,"4,471,130","13,771","74,092",0,0.0,19222170.0,0.0,16423346.0,0.0,40018615.0
2021-12-25,TX,"4,486,466","15,336","74,092",0,0.0,19222170.0,0.0,16423346.0,0.0,40018615.0
2021-12-26,TX,"4,499,025","12,559","74,092",0,0.0,19222170.0,0.0,16423346.0,0.0,40018615.0
2021-12-27,TX,"4,516,356","17,331","74,262",170,60469.0,19282639.0,39565.0,16462911.0,256062.0,40274677.0
2021-12-28,TX,"4,531,151","14,795","74,330",68,21531.0,19304170.0,14283.0,16477194.0,80208.0,40354885.0
2021-12-29,TX,"4,545,437","14,286","74,401",71,32800.0,19336970.0,20321.0,16497515.0,128149.0,40483034.0
2021-12-30,TX,"4,561,037","15,600","74,491",90,35165.0,19372135.0,19848.0,16517363.0,129039.0,40612073.0
2021-12-31,TX,"4,576,799","15,762","74,491",0,0.0,19372135.0,0.0,16517363.0,0.0,40612073.0
